product_id,name,category,color,material,price,currency,description,image_url,sizes,stock,in_stock,rating,reviews,sku,brand,slot,formality
BOSS00160,Black Relaxed-Fit Oxford Shirt,Shirts,Black,Poplin,139,€,Premium BOSS shirts crafted from Poplin. Modern fit with refined detailing.,images/shirts/regular-fit_shirt_in_knitted_cotton_piqué_white.jpg,"L,XS,XXL,M,S,XL",81,True,4.4,569,SHI00160,BOSS,TOPS,SMART_CASUAL
BOSS00161,Grey Regular-Fit Oxford Shirt,Shirts,Grey,Poplin,169,€,Premium BOSS shirts crafted from Poplin. Modern fit with refined detailing.,images/shirts/slim-fit_shirt_in_cotton_jersey_light_green.jpg,"XXL,XL,M,S,L,XS",32,True,4.1,298,SHI00161,BOSS,TOPS,SMART_CASUAL
BOSS00162,Burgundy Regular-Fit Denim Shirt,Shirts,Burgundy,Oxford Cotton,99,€,Premium BOSS shirts crafted from Oxford Cotton. Modern fit with refined detailing.,images/shirts/relaxed-fit_shirt_in_checked_cotton_flannel_white_patterned.jpg,"XL,L,S,XXL,XS,M",32,True,4.0,198,SHI00162,BOSS,TOPS,SMART_CASUAL
BOSS00163,Black Slim-Fit Oxford Shirt,Shirts,Black,Poplin,149,€,Premium BOSS shirts crafted from Poplin. Modern fit with refined detailing.,images/shirts/relaxed-fit_shirt_in_checked_cotton_flannel_white_patterned.jpg,"XXL,S,L,M,XL",71,True,4.6,79,SHI00163,BOSS,TOPS,SMART_CASUAL
BOSS00164,Olive Oversized Business Shirt,Shirts,Olive,Poplin,149,€,Premium BOSS shirts crafted from Poplin. Modern fit with refined detailing.,images/shirts/slim-fit_shirt_in_linen_dark_blue.jpg,"M,S,L,XS",88,True,4.5,412,SHI00164,BOSS,TOPS,SMART_CASUAL
BOSS00165,Brown Oversized Poplin Shirt,Shirts,Brown,Oxford Cotton,169,€,Premium BOSS shirts crafted from Oxford Cotton. Modern fit with refined detailing.,images/shirts/slim-fit_shirt_in_linen_dark_blue_1.jpg,"XS,XXL,XL,S,M,L",69,True,4.9,214,SHI00165,BOSS,TOPS,SMART_CASUAL
BOSS00166,Beige Regular-Fit Poplin Shirt,Shirts,Beige,Oxford Cotton,159,€,Premium BOSS shirts crafted from Oxford Cotton. Modern fit with refined detailing.,images/shirts/regular-fit_shirt_in_striped_easy-iron_cotton_light_purple.jpg,"XL,L,XXL,S",90,True,4.5,202,SHI00166,BOSS,TOPS,SMART_CASUAL
BOSS00167,White Relaxed-Fit Business Shirt,Shirts,White,Cotton,169,€,Premium BOSS shirts crafted from Cotton. Modern fit with refined detailing.,images/shirts/regular-fit_shirt_in_striped_easy-iron_cotton_light_purple_1.jpg,"XXL,M,L,XL,XS,S",18,True,4.4,758,SHI00167,BOSS,TOPS,SMART_CASUAL
BOSS00168,Beige Oversized Business Shirt,Shirts,Beige,Linen,89,€,Premium BOSS shirts crafted from Linen. Modern fit with refined detailing.,images/shirts/regular-fit_shirt_in_striped_easy-iron_cotton_light_purple_1.jpg,"XS,XL,M,XXL",54,True,4.8,593,SHI00168,BOSS,TOPS,SMART_CASUAL
BOSS00169,Black Relaxed-Fit Denim Shirt,Shirts,Black,Oxford Cotton,99,€,Premium BOSS shirts crafted from Oxford Cotton. Modern fit with refined detailing.,images/shirts/slim-fit_shirt_in_linen_dark_blue.jpg,"L,XL,XXL,S,M",87,True,4.4,674,SHI00169,BOSS,TOPS,SMART_CASUAL
BOSS00170,White Oversized Oxford Shirt,Shirts,White,Oxford Cotton,139,€,Premium BOSS shirts crafted from Oxford Cotton. Modern fit with refined detailing.,images/shirts/slim-fit_shirt_in_printed_performance-stretch_jersey_light_blue_checks_1.jpg,"XL,XXL,XS,M",50,True,4.1,434,SHI00170,BOSS,TOPS,SMART_CASUAL
BOSS00171,Beige Regular-Fit Business Shirt,Shirts,Beige,Oxford Cotton,149,€,Premium BOSS shirts crafted from Oxford Cotton. Modern fit with refined detailing.,images/shirts/regular-fit_shirt_in_easy-iron_structured_stretch_cotton_light_green.jpg,"M,L,S,XXL",86,True,4.4,230,SHI00171,BOSS,TOPS,SMART_CASUAL
BOSS00172,Beige Slim-Fit Business Shirt,Shirts,Beige,Poplin,119,€,Premium BOSS shirts crafted from Poplin. Modern fit with refined detailing.,images/shirts/regular-fit_shirt_in_knitted_cotton_piqué_white.jpg,"XS,XXL,XL,S",49,True,4.3,516,SHI00172,BOSS,TOPS,SMART_CASUAL
BOSS00173,Brown Oversized Business Shirt,Shirts,Brown,Cotton,119,€,Premium BOSS shirts crafted from Cotton. Modern fit with refined detailing.,images/shirts/regular-fit_t-shirt_in_piqué_fabric_with_cotton_dark_blue.jpg,"XL,L,M,XS",18,True,4.5,315,SHI00173,BOSS,TOPS,SMART_CASUAL
BOSS00174,Black Relaxed-Fit Denim Shirt,Shirts,Black,Poplin,139,€,Premium BOSS shirts crafted from Poplin. Modern fit with refined detailing.,images/shirts/regular-fit_shirt_in_striped_easy-iron_cotton_light_purple_1.jpg,"S,L,XXL,M,XL,XS",12,True,4.2,248,SHI00174,BOSS,TOPS,SMART_CASUAL
BOSS00175,Olive Relaxed-Fit Poplin Shirt,Shirts,Olive,Poplin,169,€,Premium BOSS shirts crafted from Poplin. Modern fit with refined detailing.,images/shirts/regular-fit_shirt_in_knitted_cotton_piqué_white.jpg,"XL,XXL,L,M",85,True,4.6,80,SHI00175,BOSS,TOPS,SMART_CASUAL
BOSS00176,Navy Oversized Linen Shirt,Shirts,Navy,Cotton,99,€,Premium BOSS shirts crafted from Cotton. Modern fit with refined detailing.,images/shirts/relaxed-fit_shirt_in_checked_cotton_flannel_white_patterned.jpg,"XS,XXL,XL,L,M,S",31,True,4.5,438,SHI00176,BOSS,TOPS,SMART_CASUAL
BOSS00177,Charcoal Oversized Poplin Shirt,Shirts,Charcoal,Cotton,179,€,Premium BOSS shirts crafted from Cotton. Modern fit with refined detailing.,images/shirts/slim-fit_shirt_in_linen_dark_blue_1.jpg,"XXL,S,L,M,XL,XS",89,True,4.3,271,SHI00177,BOSS,TOPS,SMART_CASUAL
BOSS00178,White Regular-Fit Business Shirt,Shirts,White,Poplin,159,€,Premium BOSS shirts crafted from Poplin. Modern fit with refined detailing.,images/shirts/slim-fit_shirt_in_linen_light_blue.jpg,"L,XL,S,M",83,True,4.9,403,SHI00178,BOSS,TOPS,SMART_CASUAL
BOSS00179,Beige Regular-Fit Linen Shirt,Shirts,Beige,Cotton,179,€,Premium BOSS shirts crafted from Cotton. Modern fit with refined detailing.,images/shirts/slim-fit_button-down_shirt_in_washed_oxford_cotton_blue.jpg,"S,M,XL,XXL",95,True,4.1,375,SHI00179,BOSS,TOPS,SMART_CASUAL
BOSS00180,Black Slim-Fit Oxford Shirt,Shirts,Black,Poplin,169,€,Premium BOSS shirts crafted from Poplin. Modern fit with refined detailing.,images/shirts/regular-fit_shirt_in_knitted_cotton_piqué_white.jpg,"XS,M,XL,L,XXL",80,True,4.2,311,SHI00180,BOSS,TOPS,SMART_CASUAL
BOSS00181,Navy Regular-Fit Oxford Shirt,Shirts,Navy,Cotton,149,€,Premium BOSS shirts crafted from Cotton. Modern fit with refined detailing.,images/shirts/regular-fit_shirt_in_performance-stretch_jersey_dark_blue.jpg,"XXL,XL,M,S,XS",46,True,4.8,68,SHI00181,BOSS,TOPS,SMART_CASUAL
BOSS00182,Black Oversized Linen Shirt,Shirts,Black,Poplin,119,€,Premium BOSS shirts crafted from Poplin. Modern fit with refined detailing.,images/shirts/slim-fit_shirt_in_linen_white.jpg,"XL,M,XS,S",97,True,4.5,646,SHI00182,BOSS,TOPS,SMART_CASUAL
BOSS00183,Beige Slim-Fit Poplin Shirt,Shirts,Beige,Oxford Cotton,89,€,Premium BOSS shirts crafted from Oxford Cotton. Modern fit with refined detailing.,images/shirts/slim-fit_shirt_in_linen_white.jpg,"M,XXL,XL,XS",73,True,4.2,670,SHI00183,BOSS,TOPS,SMART_CASUAL
BOSS00184,Charcoal Relaxed-Fit Oxford Shirt,Shirts,Charcoal,Cotton,169,€,Premium BOSS shirts crafted from Cotton. Modern fit with refined detailing.,images/shirts/regular-fit_shirt_in_striped_easy-iron_cotton_blue_stripes.jpg,"XXL,L,M,XL",72,True,4.1,305,SHI00184,BOSS,TOPS,SMART_CASUAL
BOSS00185,Grey Slim-Fit Business Shirt,Shirts,Grey,Oxford Cotton,139,€,Premium BOSS shirts crafted from Oxford Cotton. Modern fit with refined detailing.,images/shirts/slim-fit_shirt_in_linen_dark_blue_1.jpg,"XXL,M,XL,L,XS,S",84,True,4.4,396,SHI00185,BOSS,TOPS,SMART_CASUAL
BOSS00186,Black Regular-Fit Denim Shirt,Shirts,Black,Oxford Cotton,99,€,Premium BOSS shirts crafted from Oxford Cotton. Modern fit with refined detailing.,images/shirts/slim-fit_shirt_in_cotton_jersey_light_green.jpg,"XXL,L,S,M",68,True,4.4,507,SHI00186,BOSS,TOPS,SMART_CASUAL
BOSS00187,Grey Relaxed-Fit Poplin Shirt,Shirts,Grey,Poplin,89,€,Premium BOSS shirts crafted from Poplin. Modern fit with refined detailing.,images/shirts/slim-fit_shirt_in_cotton_jersey_light_green.jpg,"XXL,XL,S,XS,M,L",93,True,4.6,103,SHI00187,BOSS,TOPS,SMART_CASUAL
BOSS00188,Grey Regular-Fit Oxford Shirt,Shirts,Grey,Poplin,129,€,Premium BOSS shirts crafted from Poplin. Modern fit with refined detailing.,images/shirts/relaxed-fit_shirt_in_corduroy_with_kent_collar_white.jpg,"XS,S,XL,M",15,True,5.0,464,SHI00188,BOSS,TOPS,SMART_CASUAL
BOSS00189,Beige Oversized Business Shirt,Shirts,Beige,Oxford Cotton,99,€,Premium BOSS shirts crafted from Oxford Cotton. Modern fit with refined detailing.,images/shirts/slim-fit_shirt_in_linen_dark_blue.jpg,"XXL,S,M,L,XL,XS",95,True,4.5,573,SHI00189,BOSS,TOPS,SMART_CASUAL
BOSS00190,Navy Tailored-Fit Poplin Shirt,Shirts,Navy,Oxford Cotton,89,€,Premium BOSS shirts crafted from Oxford Cotton. Modern fit with refined detailing.,images/shirts/regular-fit_shirt_in_oxford_cotton_black_1.jpg,"L,M,XXL,XL,XS",53,True,4.1,598,SHI00190,BOSS,TOPS,SMART_CASUAL
BOSS00191,White Regular-Fit Denim Shirt,Shirts,White,Oxford Cotton,89,€,Premium BOSS shirts crafted from Oxford Cotton. Modern fit with refined detailing.,images/shirts/regular-fit_t-shirt_in_piqué_fabric_with_cotton_dark_blue.jpg,"L,XL,S,XXL",99,True,4.8,331,SHI00191,BOSS,TOPS,SMART_CASUAL
BOSS00192,White Relaxed-Fit Denim Shirt,Shirts,White,Oxford Cotton,159,€,Premium BOSS shirts crafted from Oxford Cotton. Modern fit with refined detailing.,images/shirts/regular-fit_shirt_in_oxford_cotton_black_1.jpg,"XXL,L,XL,S,M",26,True,4.3,374,SHI00192,BOSS,TOPS,SMART_CASUAL
BOSS00193,Grey Oversized Oxford Shirt,Shirts,Grey,Linen,99,€,Premium BOSS shirts crafted from Linen. Modern fit with refined detailing.,images/shirts/regular-fit_shirt_in_easy-iron_structured_stretch_cotton_light_green.jpg,"XS,XL,S,M,L,XXL",43,True,4.3,780,SHI00193,BOSS,TOPS,SMART_CASUAL
BOSS00194,Olive Relaxed-Fit Linen Shirt,Shirts,Olive,Linen,99,€,Premium BOSS shirts crafted from Linen. Modern fit with refined detailing.,images/shirts/regular-fit_shirt_in_easy-iron_structured_stretch_cotton_light_green.jpg,"XL,XS,XXL,L,M",93,True,4.8,188,SHI00194,BOSS,TOPS,SMART_CASUAL
BOSS00195,Olive Oversized Business Shirt,Shirts,Olive,Cotton,149,€,Premium BOSS shirts crafted from Cotton. Modern fit with refined detailing.,images/shirts/regular-fit_shirt_in_striped_easy-iron_cotton_light_purple.jpg,"L,XS,XL,M,S",52,True,5.0,102,SHI00195,BOSS,TOPS,SMART_CASUAL
BOSS00196,Grey Oversized Poplin Shirt,Shirts,Grey,Cotton,109,€,Premium BOSS shirts crafted from Cotton. Modern fit with refined detailing.,images/shirts/slim-fit_shirt_in_printed_performance-stretch_jersey_light_blue_checks_1.jpg,"XL,L,XS,M,S,XXL",23,True,5.0,509,SHI00196,BOSS,TOPS,SMART_CASUAL
BOSS00197,Charcoal Relaxed-Fit Oxford Shirt,Shirts,Charcoal,Linen,89,€,Premium BOSS shirts crafted from Linen. Modern fit with refined detailing.,images/shirts/slim-fit_shirt_in_linen_white.jpg,"XS,L,M,S",93,True,4.8,663,SHI00197,BOSS,TOPS,SMART_CASUAL
BOSS00198,Olive Regular-Fit Business Shirt,Shirts,Olive,Cotton,99,€,Premium BOSS shirts crafted from Cotton. Modern fit with refined detailing.,images/shirts/regular-fit_shirt_in_oxford_cotton_black.jpg,"XS,XL,XXL,L,S",25,True,4.1,160,SHI00198,BOSS,TOPS,SMART_CASUAL
BOSS00199,Burgundy Tailored-Fit Linen Shirt,Shirts,Burgundy,Oxford Cotton,139,€,Premium BOSS shirts crafted from Oxford Cotton. Modern fit with refined detailing.,images/shirts/slim-fit_shirt_in_printed_performance-stretch_jersey_light_blue_checks.jpg,"L,XXL,XL,S,XS",20,True,4.4,119,SHI00199,BOSS,TOPS,SMART_CASUAL
BOSS00200,Charcoal Tailored-Fit Poplin Shirt,Shirts,Charcoal,Oxford Cotton,119,€,Premium BOSS shirts crafted from Oxford Cotton. Modern fit with refined detailing.,images/shirts/regular-fit_shirt_in_oxford_cotton_black_1.jpg,"L,XXL,XS,M",83,True,4.0,403,SHI00200,BOSS,TOPS,SMART_CASUAL
BOSS00201,Black Tailored-Fit Linen Shirt,Shirts,Black,Cotton,129,€,Premium BOSS shirts crafted from Cotton. Modern fit with refined detailing.,images/shirts/slim-fit_shirt_in_printed_performance-stretch_jersey_light_blue_checks.jpg,"L,S,XL,XXL",51,True,4.0,427,SHI00201,BOSS,TOPS,SMART_CASUAL
BOSS00202,Burgundy Slim-Fit Linen Shirt,Shirts,Burgundy,Oxford Cotton,99,€,Premium BOSS shirts crafted from Oxford Cotton. Modern fit with refined detailing.,images/shirts/regular-fit_shirt_in_knitted_cotton_piqué_white.jpg,"L,S,XS,M,XL",51,True,4.7,447,SHI00202,BOSS,TOPS,SMART_CASUAL
BOSS00203,Grey Regular-Fit Poplin Shirt,Shirts,Grey,Poplin,179,€,Premium BOSS shirts crafted from Poplin. Modern fit with refined detailing.,images/shirts/regular-fit_shirt_in_knitted_cotton_piqué_white.jpg,"M,XS,XL,L,S,XXL",62,True,4.3,288,SHI00203,BOSS,TOPS,SMART_CASUAL
BOSS00204,Burgundy Regular-Fit Business Shirt,Shirts,Burgundy,Oxford Cotton,159,€,Premium BOSS shirts crafted from Oxford Cotton. Modern fit with refined detailing.,images/shirts/slim-fit_shirt_in_linen_light_blue.jpg,"L,XXL,XS,M,S",46,True,4.9,686,SHI00204,BOSS,TOPS,SMART_CASUAL
BOSS00205,White Slim-Fit Oxford Shirt,Shirts,White,Cotton,129,€,Premium BOSS shirts crafted from Cotton. Modern fit with refined detailing.,images/shirts/slim-fit_shirt_in_linen_dark_blue_1.jpg,"L,XL,M,XXL,XS",35,True,4.9,30,SHI00205,BOSS,TOPS,SMART_CASUAL
BOSS00206,Olive Regular-Fit Oxford Shirt,Shirts,Olive,Cotton,89,€,Premium BOSS shirts crafted from Cotton. Modern fit with refined detailing.,images/shirts/slim-fit_shirt_in_printed_performance-stretch_jersey_light_blue_checks_1.jpg,"L,S,XS,XL,M,XXL",40,True,4.8,342,SHI00206,BOSS,TOPS,SMART_CASUAL
BOSS00207,Brown Tailored-Fit Business Shirt,Shirts,Brown,Poplin,159,€,Premium BOSS shirts crafted from Poplin. Modern fit with refined detailing.,images/shirts/slim-fit_shirt_in_linen_dark_blue.jpg,"XL,XXL,L,XS,M,S",32,True,4.1,210,SHI00207,BOSS,TOPS,SMART_CASUAL
BOSS00208,Black Oversized Business Shirt,Shirts,Black,Oxford Cotton,169,€,Premium BOSS shirts crafted from Oxford Cotton. Modern fit with refined detailing.,images/shirts/modern-fit_shirt_in_striped_cotton_white_stripes.jpg,"XS,XL,L,S,M",11,True,4.9,631,SHI00208,BOSS,TOPS,SMART_CASUAL
BOSS00209,Navy Oversized Oxford Shirt,Shirts,Navy,Cotton,169,€,Premium BOSS shirts crafted from Cotton. Modern fit with refined detailing.,images/shirts/relaxed-fit_shirt_in_corduroy_with_kent_collar_white.jpg,"XL,XS,M,L,S,XXL",75,True,4.8,175,SHI00209,BOSS,TOPS,SMART_CASUAL
BOSS00210,White Regular-Fit Denim Shirt,Shirts,White,Linen,179,€,Premium BOSS shirts crafted from Linen. Modern fit with refined detailing.,images/shirts/slim-fit_shirt_in_printed_performance-stretch_jersey_light_blue_checks.jpg,"S,XS,XXL,M,L",72,True,4.7,263,SHI00210,BOSS,TOPS,SMART_CASUAL
BOSS00211,White Regular-Fit Poplin Shirt,Shirts,White,Poplin,119,€,Premium BOSS shirts crafted from Poplin. Modern fit with refined detailing.,images/shirts/regular-fit_shirt_in_oxford_cotton_black_1.jpg,"L,XS,XXL,S,XL",49,True,4.3,638,SHI00211,BOSS,TOPS,SMART_CASUAL
BOSS00212,Burgundy Relaxed-Fit Business Shirt,Shirts,Burgundy,Linen,169,€,Premium BOSS shirts crafted from Linen. Modern fit with refined detailing.,images/shirts/slim-fit_shirt_in_cotton_jersey_light_green.jpg,"XXL,XS,L,M,S,XL",18,True,4.2,483,SHI00212,BOSS,TOPS,SMART_CASUAL
BOSS00213,White Slim-Fit Oxford Shirt,Shirts,White,Linen,139,€,Premium BOSS shirts crafted from Linen. Modern fit with refined detailing.,images/shirts/slim-fit_button-down_shirt_in_washed_oxford_cotton_blue.jpg,"XS,XL,M,XXL",14,True,4.7,48,SHI00213,BOSS,TOPS,SMART_CASUAL
BOSS00214,Beige Oversized Poplin Shirt,Shirts,Beige,Cotton,119,€,Premium BOSS shirts crafted from Cotton. Modern fit with refined detailing.,images/shirts/regular-fit_shirt_in_oxford_cotton_black.jpg,"S,XL,M,XS",23,True,4.9,475,SHI00214,BOSS,TOPS,SMART_CASUAL
BOSS00215,Beige Slim-Fit Denim Shirt,Shirts,Beige,Cotton,169,€,Premium BOSS shirts crafted from Cotton. Modern fit with refined detailing.,images/shirts/regular-fit_shirt_in_oxford_cotton_black_1.jpg,"S,XS,XXL,L,M,XL",41,True,5.0,786,SHI00215,BOSS,TOPS,SMART_CASUAL
BOSS00216,Beige Regular-Fit Business Shirt,Shirts,Beige,Poplin,159,€,Premium BOSS shirts crafted from Poplin. Modern fit with refined detailing.,images/shirts/slim-fit_shirt_in_linen_light_blue.jpg,"L,M,XS,S",63,True,4.4,572,SHI00216,BOSS,TOPS,SMART_CASUAL
BOSS00217,Black Tailored-Fit Cotton Blazer,Blazers,Black,Linen,549,€,Premium BOSS blazers crafted from Linen. Modern fit with refined detailing.,images/jackets/leather_puffer_jacket_with_detachable_sleeves_and_hood_black.jpg,"L,XL,XXL,M",72,True,4.1,294,BLA00217,BOSS,TOPS,FORMAL
BOSS00218,Grey Slim-Fit Linen Blazer,Blazers,Grey,Cotton,599,€,Premium BOSS blazers crafted from Cotton. Modern fit with refined detailing.,"images/blazers/Slim-fit_suit_in_patterned_stretch_fabric,_Blue_5.jpg","S,M,XS,XL",57,True,4.9,70,BLA00218,BOSS,TOPS,FORMAL
BOSS00219,Black Slim-Fit Jersey Blazer,Blazers,Black,Linen,489,€,Premium BOSS blazers crafted from Linen. Modern fit with refined detailing.,images/jackets/buffalo-leather_regular-fit_jacket_with_shearling_collar_black.jpg,"S,XL,L,XXL",83,True,4.2,524,BLA00219,BOSS,TOPS,FORMAL
BOSS00220,Grey Slim-Fit Cotton Blazer,Blazers,Grey,Wool,649,€,Premium BOSS blazers crafted from Wool. Modern fit with refined detailing.,images/blazers/two-piece_slim-fit_suit_in_patterned_virgin_wool_blue.jpg,"S,XL,XS,L,XXL",68,True,4.1,159,BLA00220,BOSS,TOPS,FORMAL
BOSS00221,Brown Regular-Fit Cotton Blazer,Blazers,Brown,Cotton,399,€,Premium BOSS blazers crafted from Cotton. Modern fit with refined detailing.,images/jackets/padded_jacket_with_leather_trims_black.jpg,"XS,M,L,XL,S,XXL",94,True,5.0,146,BLA00221,BOSS,TOPS,FORMAL
BOSS00222,Charcoal Slim-Fit Cotton Blazer,Blazers,Charcoal,Cotton,579,€,Premium BOSS blazers crafted from Cotton. Modern fit with refined detailing.,images/jackets/leather_bomber_jacket_with_sleeve_pocket_black.jpg,"L,XS,M,XL,XXL",95,True,4.7,402,BLA00222,BOSS,TOPS,FORMAL
BOSS00223,Black Oversized Wool Blazer,Blazers,Black,Cotton,699,€,Premium BOSS blazers crafted from Cotton. Modern fit with refined detailing.,images/blazers/two-piece_wool-blend_extra-slim-fit_suit_black.jpg,"L,XS,XL,S",62,True,4.9,723,BLA00223,BOSS,TOPS,FORMAL
BOSS00224,Burgundy Tailored-Fit Linen Blazer,Blazers,Burgundy,Linen,439,€,Premium BOSS blazers crafted from Linen. Modern fit with refined detailing.,images/jackets/leather_bomber_jacket_with_sleeve_pocket_black.jpg,"S,M,XS,XL",82,True,4.3,510,BLA00224,BOSS,TOPS,FORMAL
BOSS00225,Beige Regular-Fit Wool Blazer,Blazers,Beige,Virgin Wool,739,€,Premium BOSS blazers crafted from Virgin Wool. Modern fit with refined detailing.,images/jackets/leather_bomber_jacket_with_sleeve_pocket_black.jpg,"XL,S,XXL,XS,M,L",54,True,4.6,334,BLA00225,BOSS,TOPS,FORMAL
BOSS00226,Burgundy Relaxed-Fit Linen Blazer,Blazers,Burgundy,Linen,439,€,Premium BOSS blazers crafted from Linen. Modern fit with refined detailing.,images/blazers/slim-fit_suit_in_patterned_stretch_fabric_blue.jpg,"S,XXL,M,L",82,True,4.4,585,BLA00226,BOSS,TOPS,FORMAL
BOSS00227,Olive Relaxed-Fit Jersey Blazer,Blazers,Olive,Cotton,789,€,Premium BOSS blazers crafted from Cotton. Modern fit with refined detailing.,images/jackets/regular-fit_jacket_in_grained_leather_brown.jpg,"M,S,XL,XS,L",75,True,4.9,792,BLA00227,BOSS,TOPS,FORMAL
BOSS00228,Charcoal Tailored-Fit Cotton Blazer,Blazers,Charcoal,Wool,609,€,Premium BOSS blazers crafted from Wool. Modern fit with refined detailing.,images/blazers/two-piece_slim-fit_suit_in_patterned_virgin_wool_blue.jpg,"XXL,XS,L,XL",87,True,5.0,748,BLA00228,BOSS,TOPS,FORMAL
BOSS00229,Olive Slim-Fit Linen Blazer,Blazers,Olive,Wool,489,€,Premium BOSS blazers crafted from Wool. Modern fit with refined detailing.,"images/blazers/Slim-fit_suit_in_patterned_stretch_fabric,_Blue_5.jpg","S,XL,XXL,L",72,True,4.3,187,BLA00229,BOSS,TOPS,FORMAL
BOSS00230,Olive Oversized Jersey Blazer,Blazers,Olive,Virgin Wool,579,€,Premium BOSS blazers crafted from Virgin Wool. Modern fit with refined detailing.,"images/blazers/Slim-fit_suit_in_patterned_stretch_fabric,_Blue_6.jpg","XL,XXL,XS,S,M,L",44,True,4.3,163,BLA00230,BOSS,TOPS,FORMAL
BOSS00231,Navy Tailored-Fit Cotton Blazer,Blazers,Navy,Linen,469,€,Premium BOSS blazers crafted from Linen. Modern fit with refined detailing.,images/jackets/regular-fit_jacket_in_suede_brown.jpg,"L,M,XL,XS,XXL,S",80,True,4.9,623,BLA00231,BOSS,TOPS,FORMAL
BOSS00232,Navy Oversized Linen Blazer,Blazers,Navy,Linen,669,€,Premium BOSS blazers crafted from Linen. Modern fit with refined detailing.,images/jackets/leather_jacket_with_shearling_collar_black.jpg,"M,L,XXL,S,XS,XL",52,True,4.6,629,BLA00232,BOSS,TOPS,FORMAL
BOSS00233,Beige Relaxed-Fit Cotton Blazer,Blazers,Beige,Virgin Wool,619,€,Premium BOSS blazers crafted from Virgin Wool. Modern fit with refined detailing.,images/jackets/regular-fit_jacket_in_grained_leather_brown.jpg,"S,M,XXL,XL,L,XS",66,True,4.5,339,BLA00233,BOSS,TOPS,FORMAL
BOSS00234,Burgundy Relaxed-Fit Travel Blazer,Blazers,Burgundy,Cotton,419,€,Premium BOSS blazers crafted from Cotton. Modern fit with refined detailing.,images/jackets/aviator-style_jacket_in_nappa_leather_dark_brown.jpg,"XXL,L,S,M",75,True,4.0,215,BLA00234,BOSS,TOPS,FORMAL
BOSS00235,Olive Regular-Fit Wool Blazer,Blazers,Olive,Cotton,779,€,Premium BOSS blazers crafted from Cotton. Modern fit with refined detailing.,images/blazers/slim-fit_suit_in_patterned_stretch_fabric_blue.jpg,"L,M,XXL,XS,XL",50,True,4.1,729,BLA00235,BOSS,TOPS,FORMAL
BOSS00236,Beige Slim-Fit Travel Blazer,Blazers,Beige,Virgin Wool,599,€,Premium BOSS blazers crafted from Virgin Wool. Modern fit with refined detailing.,images/jackets/leather_jacket_with_shearling_collar_black.jpg,"L,M,XL,S,XXL,XS",10,True,4.1,58,BLA00236,BOSS,TOPS,FORMAL
BOSS00237,Beige Slim-Fit Jersey Blazer,Blazers,Beige,Cotton,429,€,Premium BOSS blazers crafted from Cotton. Modern fit with refined detailing.,"images/blazers/Slim-fit_suit_in_patterned_stretch_fabric,_Blue_5.jpg","M,XL,S,L",82,True,4.4,755,BLA00237,BOSS,TOPS,FORMAL
BOSS00238,Black Relaxed-Fit Jersey Blazer,Blazers,Black,Cotton,599,€,Premium BOSS blazers crafted from Cotton. Modern fit with refined detailing.,images/blazers/slim-fit_suit_in_patterned_stretch_fabric_blue.jpg,"XXL,XS,S,M,L",16,True,4.4,313,BLA00238,BOSS,TOPS,FORMAL
BOSS00239,Brown Relaxed-Fit Wool Blazer,Blazers,Brown,Virgin Wool,649,€,Premium BOSS blazers crafted from Virgin Wool. Modern fit with refined detailing.,images/jackets/padded_jacket_with_leather_trims_black.jpg,"XL,XS,S,L,M,XXL",40,True,4.4,364,BLA00239,BOSS,TOPS,FORMAL
BOSS00240,Beige Tailored-Fit Wool Blazer,Blazers,Beige,Cotton,679,€,Premium BOSS blazers crafted from Cotton. Modern fit with refined detailing.,images/jackets/buffalo-leather_regular-fit_jacket_with_shearling_collar_black.jpg,"XXL,XL,XS,L,M",72,True,4.3,406,BLA00240,BOSS,TOPS,FORMAL
BOSS00241,Navy Tailored-Fit Cotton Blazer,Blazers,Navy,Cotton,769,€,Premium BOSS blazers crafted from Cotton. Modern fit with refined detailing.,images/jackets/regular-fit_jacket_in_grained_leather_brown.jpg,"XL,XXL,M,L,XS",42,True,4.5,224,BLA00241,BOSS,TOPS,FORMAL
BOSS00242,Olive Relaxed-Fit Linen Blazer,Blazers,Olive,Virgin Wool,649,€,Premium BOSS blazers crafted from Virgin Wool. Modern fit with refined detailing.,images/blazers/modern-fit_suit_in_performance-stretch_twill_dark_green.jpg,"XS,M,XXL,L,XL",93,True,4.1,737,BLA00242,BOSS,TOPS,FORMAL
BOSS00243,Brown Slim-Fit Jersey Blazer,Blazers,Brown,Virgin Wool,529,€,Premium BOSS blazers crafted from Virgin Wool. Modern fit with refined detailing.,images/blazers/two-piece_wool-blend_extra-slim-fit_suit_black.jpg,"L,XXL,M,XL,XS",47,True,4.7,779,BLA00243,BOSS,TOPS,FORMAL
BOSS00244,Beige Regular-Fit Travel Blazer,Blazers,Beige,Virgin Wool,529,€,Premium BOSS blazers crafted from Virgin Wool. Modern fit with refined detailing.,images/jackets/regular-fit_jacket_in_suede_brown.jpg,"XL,S,XS,XXL,M,L",90,True,4.8,41,BLA00244,BOSS,TOPS,FORMAL
BOSS00245,White Slim-Fit Jersey Blazer,Blazers,White,Linen,759,€,Premium BOSS blazers crafted from Linen. Modern fit with refined detailing.,images/jackets/padded_jacket_with_leather_trims_black.jpg,"XL,XXL,S,XS,L,M",67,True,4.3,562,BLA00245,BOSS,TOPS,FORMAL
